EC_number,Compound_Id(KEGG),Organism,KM,Stoich_coef,Direction,kcat,EC1,EC2,EC3,EC4,kcat/KM,kcat/kmax,Catalytic_group,order
2.7.9.1,C00074,Acetobacter aceti,130,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00013,Clostridium symbiosum,80,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00020,Clostridium symbiosum,9.25,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00074,Clostridium symbiosum,100,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00013,Entamoeba histolytica,95.5,1,1,80,2,7,9,1,837696.3351,0.060150376,Other,
2.7.9.1,C00020,Entamoeba histolytica,5,1,1,80,2,7,9,1,16000000,0.060150376,Other,
2.7.9.1,C00074,Entamoeba histolytica,22.5,1,1,80,2,7,9,1,3555555.556,0.060150376,Other,
2.7.9.1,C00013,Giardia intestinalis,29,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00020,Giardia intestinalis,1.3,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00074,Giardia intestinalis,33,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00013,Komagataeibacter xylinus,60,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00020,Komagataeibacter xylinus,1.6,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00074,Komagataeibacter xylinus,100,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00013,Thermoproteus tenax,1790,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00020,Thermoproteus tenax,20,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00074,Thermoproteus tenax,500,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00013,Zea mays,40,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00074,Zea mays,150,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00020,Arundinaria sp.,4,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00020,Propionibacterium freudenreichii,1.5,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Arundinaria sp.,110,-1,-1,,2,7,9,1,,,Other,
2.7.9.2,C00002,Escherichia coli,28,-1,-1,,2,7,9,2,,,Other,
2.7.9.2,C00022,Escherichia coli,83,-1,-1,,2,7,9,2,,,Other,
2.7.9.2,C00002,Pyrococcus furiosus,390,-1,-1,1330,2,7,9,2,3410256.41,1,Other,
2.7.9.2,C00022,Pyrococcus furiosus,110,-1,-1,1330,2,7,9,2,12090909.09,1,Other,
2.7.9.2,C00002,Thermoproteus tenax,1000,-1,-1,0.683,2,7,9,2,683,0.000513534,Other,
2.7.9.2,C00022,Thermoproteus tenax,400,-1,-1,0.683,2,7,9,2,1707.5,0.000513534,Other,
2.7.9.2,C00009,Escherichia coli,10500,1,1,,2,7,9,2,,,Other,
2.7.9.2,C00009,Pyrococcus furiosus,38400,1,1,10.3,2,7,9,2,268.2291667,0.007744361,Other,
2.7.9.2,C00020,Pyrococcus furiosus,1000,1,1,10.3,2,7,9,2,10300,0.007744361,Other,
2.7.9.2,C00074,Pyrococcus furiosus,400,1,1,10.3,2,7,9,2,25750,0.007744361,Other,
2.7.9.3,C00002,Escherichia coli,900,-1,-1,,2,7,9,3,,,Other,
2.7.9.3,C00002,Haemophilus influenzae,1300,-1,-1,,2,7,9,3,,,Other,
2.7.9.3,C00002,Mus musculus,750,-1,-1,,2,7,9,3,,,Other,
2.8.1.2,C00957,Arabidopsis thaliana,41500,-1,-1,97.5,2,8,1,2,2349.39759,0.043141593,Other,
2.8.1.2,C00957,Bos taurus,4080,-1,-1,,2,8,1,2,,,Other,
2.8.1.2,C00957,Escherichia coli,10420,-1,-1,12.5,2,8,1,2,1199.616123,0.005530973,Other,
2.8.1.2,C00957,Homo sapiens,26,-1,-1,2.4,2,8,1,2,92307.69231,0.001061947,Other,
2.8.1.2,C01326,Homo sapiens,6000,-1,-1,2.4,2,8,1,2,400,0.001061947,Other,
2.8.1.2,C00957,Leishmania major,200,-1,-1,,2,8,1,2,,,Other,
2.8.1.2,C00957,Rana temporaria,7450,-1,-1,,2,8,1,2,,,Other,
2.8.1.2,C00957,Rattus norvegicus,37100,-1,-1,13.015,2,8,1,2,350.8086253,0.00575885,Other,
2.8.1.2,C00957,Trichomonas vaginalis,53,-1,-1,2260,2,8,1,2,42641509.43,1,Other,
2.8.1.3,C00051,Saccharomyces cerevisiae,2445,-2,-1,,2,8,1,3,,,Other,
2.8.1.5,C00950,'Chlorella' fusca,2320,-1,-1,,2,8,1,5,,,Other,
2.8.1.6,C00019,Escherichia coli,10,-2,-1,,2,8,1,6,,,Other,
2.8.2.1,C00053,Canis lupus,13.85,-1,-1,,2,8,2,1,,,Other,
2.8.2.1,C00053,Drosophila melanogaster,2.1,-1,-1,27,2,8,2,1,12857142.86,1,Other,
2.8.2.1,C00053,Homo sapiens,22,-1,-1,,2,8,2,1,,,Other,
2.8.2.1,C00053,Rattus norvegicus,9.25,-1,-1,,2,8,2,1,,,Other,
2.8.2.1,C00054,Rattus norvegicus,0.4,1,1,,2,8,2,1,,,Other,
2.8.2.11,C00053,Homo sapiens,25,-1,-1,,2,8,2,11,,,Other,
2.8.2.11,C00053,Mus musculus,1.2,-1,-1,,2,8,2,11,,,Other,
2.8.2.11,C00053,Rattus norvegicus,5.2,-1,-1,,2,8,2,11,,,Other,
2.8.2.13,C01747,Mus musculus,500,-1,-1,,2,8,2,13,,,Other,
2.8.2.14,C00053,Cavia porcellus,1.4,-1,-1,,2,8,2,14,,,Other,
2.8.2.14,C02592,Cavia porcellus,77,-1,-1,,2,8,2,14,,,Other,
2.8.2.14,C00053,Homo sapiens,6.1,-1,-1,,2,8,2,14,,,Other,
2.8.2.14,C15557,Homo sapiens,2.4,-1,-1,,2,8,2,14,,,Other,
2.8.2.14,C00053,Rattus norvegicus,5,-1,-1,,2,8,2,14,,,Other,
2.8.2.14,C02592,Rattus norvegicus,35,-1,-1,,2,8,2,14,,,Other,
2.8.2.14,C15557,Rattus norvegicus,20,-1,-1,,2,8,2,14,,,Other,
2.8.2.15,C00053,Homo sapiens,0.8,-1,-1,,2,8,2,15,,,Other,
2.8.2.15,C00468,Homo sapiens,0.0105,-1,-1,,2,8,2,15,,,Other,
2.8.2.15,C00951,Homo sapiens,0.01,-1,-1,,2,8,2,15,,,Other,
2.8.2.15,C00053,Rattus norvegicus,6.28,-1,-1,,2,8,2,15,,,Other,
2.8.2.15,C00951,Rattus norvegicus,1.3,-1,-1,,2,8,2,15,,,Other,
2.8.2.15,C00951,Cavia porcellus,0.125,-1,-1,,2,8,2,15,,,Other,
2.8.2.16,C00053,Cyanophora paradoxa,8.3,-1,-1,,2,8,2,16,,,Other,
2.8.2.16,C00053,Synechococcus sp.,20,-1,-1,,2,8,2,16,,,Other,
2.8.2.17,C00053,Coturnix japonica,0.11,-1,-1,,2,8,2,17,,,Other,
2.8.2.17,C00053,Gallus gallus,9.1,-1,-1,,2,8,2,17,,,Other,
2.8.2.17,C00053,Mus musculus,3.8,-1,-1,,2,8,2,17,,,Other,
2.8.2.18,C00053,Cavia porcellus,150,-1,-1,,2,8,2,18,,,Other,
2.8.2.18,C00735,Cavia porcellus,60,-1,-1,,2,8,2,18,,,Other,
2.8.2.18,C00053,Rattus norvegicus,6.89,-1,-1,,2,8,2,18,,,Other,
2.8.2.18,C00735,Rattus norvegicus,6.82,-1,-1,,2,8,2,18,,,Other,
2.8.2.18,C00735,Gallus gallus,9,-1,-1,,2,8,2,18,,,Other,
2.8.2.18,C00735,Meriones sp.,9,-1,-1,,2,8,2,18,,,Other,
2.8.2.18,C00735,Mesocricetus auratus,9,-1,-1,,2,8,2,18,,,Other,
2.8.2.19,C00053,Rattus norvegicus,1,-1,-1,,2,8,2,19,,,Other,
2.8.2.2,C00053,Homo sapiens,0.13,-1,-1,,2,8,2,2,,,Other,
2.8.2.2,C01227,Homo sapiens,2.25,-1,-1,,2,8,2,2,,,Other,
2.8.2.2,C00053,Rana catesbeiana,1.09,-1,-1,,2,8,2,2,,,Other,
2.8.2.2,C00053,Rattus norvegicus,13,-1,-1,,2,8,2,2,,,Other,
2.8.2.2,C00187,Rattus norvegicus,2.1,-1,-1,,2,8,2,2,,,Other,
2.8.2.2,C01227,Rattus norvegicus,10.3,-1,-1,,2,8,2,2,,,Other,
2.8.2.2,C01953,Rattus norvegicus,5.25,-1,-1,,2,8,2,2,,,Other,
2.8.2.2,C01227,Cavia porcellus,1.157,-1,-1,,2,8,2,2,,,Other,
2.8.2.2,C01953,Cavia porcellus,0.257,-1,-1,,2,8,2,2,,,Other,
2.8.2.20,C00053,Bos taurus,1.9,-1,-1,,2,8,2,20,,,Other,
2.8.2.20,C00053,Drosophila melanogaster,9.05,-1,-1,0.084,2,8,2,20,9281.767956,0.003111111,Other,
2.8.2.20,C00053,Homo sapiens,500,-1,-1,,2,8,2,20,,,Other,
2.8.2.20,C00053,Rattus norvegicus,9,-1,-1,,2,8,2,20,,,Other,
2.8.2.23,C00053,Mus musculus,10,-1,-1,,2,8,2,23,,,Other,
2.8.2.24,C00053,Arabidopsis thaliana,75,-1,-1,,2,8,2,24,,,Other,
2.8.2.24,C00053,Brassica juncea,0.78,-1,-1,,2,8,2,24,,,Other,
2.8.2.24,C00053,Lepidium sativum,60,-1,-1,,2,8,2,24,,,Other,
2.8.2.25,C00053,Flaveria bidentis,0.4,-1,-1,,2,8,2,25,,,Other,
2.8.2.25,C00389,Flaveria bidentis,0.3,-1,-1,,2,8,2,25,,,Other,
2.8.2.25,C00053,Flaveria chlorifolia,0.2,-1,-1,,2,8,2,25,,,Other,
2.8.2.25,C00389,Flaveria chlorifolia,0.2,-1,-1,,2,8,2,25,,,Other,
2.8.2.27,C00053,Flaveria chlorifolia,0.38,-1,-1,,2,8,2,27,,,Other,
2.8.2.27,C00616,Flaveria chlorifolia,0.36,-1,-1,,2,8,2,27,,,Other,
2.8.2.28,C00053,Arabidopsis thaliana,1,-1,-1,,2,8,2,28,,,Other,
2.8.2.28,C00053,Flaveria bidentis,0.38,-1,-1,,2,8,2,28,,,Other,
2.8.2.28,C01155,Flaveria bidentis,0.22,-1,-1,,2,8,2,28,,,Other,
2.8.2.3,C00053,Cavia porcellus,30,-1,-1,,2,8,2,3,,,Other,
2.8.2.3,C00053,Homo sapiens,1.165,-1,-1,,2,8,2,3,,,Other,
2.8.2.3,C00053,Oryctolagus cuniculus,89.5,-1,-1,,2,8,2,3,,,Other,
2.8.2.3,C00053,Rattus norvegicus,30,-1,-1,,2,8,2,3,,,Other,
2.8.2.31,C00053,Petromyzon marinus,2.5,-1,-1,,2,8,2,31,,,Other,
2.8.2.32,C00053,Heterodontus portusjacksoni,4.2,-1,-1,,2,8,2,32,,,Other,
2.8.2.32,C16260,Heterodontus portusjacksoni,8.4,-1,-1,,2,8,2,32,,,Other,
2.8.2.33,C00053,squid,0.5,-1,-1,,2,8,2,33,,,Other,
2.8.2.34,C05466,Mesocricetus auratus,40.21,-1,-1,,2,8,2,34,,,Other,
2.8.2.4,C00053,Bos taurus,40.5,-1,-1,,2,8,2,4,,,Other,
2.8.2.4,C00468,Bos taurus,14,-1,-1,,2,8,2,4,,,Other,
2.8.2.4,C00053,Cavia porcellus,1.2,-1,-1,,2,8,2,4,,,Other,
2.8.2.4,C00468,Cavia porcellus,0.06,-1,-1,,2,8,2,4,,,Other,
2.8.2.4,C00053,Homo sapiens,0.032,-1,-1,,2,8,2,4,,,Other,
2.8.2.4,C00468,Homo sapiens,0.185,-1,-1,,2,8,2,4,,,Other,
2.8.2.4,C00054,Bos taurus,70,1,1,,2,8,2,4,,,Other,
2.8.2.4,C00054,Homo sapiens,0.038,1,1,,2,8,2,4,,,Other,
2.8.2.5,C00053,Gallus gallus,800,-1,-1,,2,8,2,5,,,Other,
2.8.2.5,C00053,Rattus norvegicus,0.385,-1,-1,,2,8,2,5,,,Other,
2.8.2.6,C00053,Aspergillus nidulans,22.2,-1,-1,,2,8,2,6,,,Other,
2.8.2.6,C00053,Limonium perezii,5.5,-1,-1,,2,8,2,6,,,Other,
2.8.2.6,C00053,Penicillium chrysogenum,12.5,-1,-1,,2,8,2,6,,,Other,
2.8.2.8,C00053,Homo sapiens,20,-1,-1,,2,8,2,8,,,Other,
2.8.2.8,C00053,Mus musculus,74.35,-1,-1,,2,8,2,8,,,Other,
2.8.2.9,C00053,Homo sapiens,2.7265,-1,-1,,2,8,2,9,,,Other,
2.8.2.9,C00053,Rattus norvegicus,24,-1,-1,0.233,2,8,2,9,9708.333333,0.00862963,Other,
2.8.2.9,C03404,Rattus norvegicus,620,-1,-1,0.233,2,8,2,9,375.8064516,0.00862963,Other,
2.8.2.9,C00054,Rattus norvegicus,26400,1,1,,2,8,2,9,,,Other,
2.8.2.9,C03404,Euglena gracilis,150,-1,-1,,2,8,2,9,,,Other,
2.8.3.1,C00163,Clostridium propionicum,360,-1,-1,14.2,2,8,3,1,39444.44444,0.01300962,Other,
2.8.3.10,C00024,Enterobacter aerogenes,4000,-1,-1,21.7,2,8,3,10,5425,0.019880898,Other,
2.8.3.12,C00024,Acidaminococcus fermentans,170,-1,-1,,2,8,3,12,,,Other,
2.8.3.12,C00511,Acidaminococcus fermentans,10000,-1,-1,,2,8,3,12,,,Other,
2.8.3.12,C02214,Acidaminococcus fermentans,200,-1,-1,,2,8,3,12,,,Other,
2.8.3.12,C00033,Acidaminococcus fermentans,26000,1,1,,2,8,3,12,,,Other,
2.8.3.12,C02411,Acidaminococcus fermentans,17,1,1,,2,8,3,12,,,Other,
2.8.3.13,C00042,Rattus norvegicus,805,1,1,,2,8,3,13,,,Other,
2.8.3.13,C00091,Rattus norvegicus,260,-1,-1,,2,8,3,13,,,Other,
2.8.3.13,C03761,Rattus norvegicus,1700,-1,-1,,2,8,3,13,,,Other,
2.8.3.14,C00024,Clostridium aminovalericum,18,-1,-1,,2,8,3,14,,,Other,
2.8.3.14,C00033,Clostridium aminovalericum,20000,1,1,,2,8,3,14,,,Other,
2.8.3.14,C03237,Clostridium aminovalericum,51.9,1,1,,2,8,3,14,,,Other,
2.8.3.16,C00209,Acetobacter aceti,1110,-1,-1,4.75,2,8,3,16,4279.279279,0.004351809,Other,
2.8.3.16,C00798,Acetobacter aceti,3.4,-1,-1,4.75,2,8,3,16,1397058.824,0.004351809,Other,
2.8.3.16,C00209,Escherichia coli,510,-1,-1,,2,8,3,16,,,Other,
2.8.3.16,C00798,Escherichia coli,350,-1,-1,,2,8,3,16,,,Other,
2.8.3.16,C00209,Oxalobacter formigenes,2700,-1,-1,,2,8,3,16,,,Other,
2.8.3.16,C00798,Oxalobacter formigenes,5.25,-1,-1,,2,8,3,16,,,Other,
2.8.3.17,C16256,Clostridium sporogenes,3,-1,-1,,2,8,3,17,,,Other,
2.8.3.5,C00042,Rattus norvegicus,14012.5,1,1,,2,8,3,5,,,Other,
2.8.3.5,C00332,Rattus norvegicus,49.5,1,1,,2,8,3,5,,,Other,
2.8.3.5,C00042,Sus scrofa,28000,1,1,1091.5,2,8,3,5,38982.14286,1,Other,
2.8.3.5,C00332,Sus scrofa,200,1,1,1091.5,2,8,3,5,5457500,1,Other,
2.8.3.5,C00091,Rattus norvegicus,218,-1,-1,,2,8,3,5,,,Other,
2.8.3.5,C00164,Rattus norvegicus,210,-1,-1,,2,8,3,5,,,Other,
2.8.3.5,C00091,Sus scrofa,5350,-1,-1,37.3,2,8,3,5,6971.962617,0.034173156,Other,
2.8.3.5,C00164,Sus scrofa,100.1,-1,-1,37.3,2,8,3,5,372627.3726,0.034173156,Other,
2.8.3.6,C00091,Pseudomonas knackmussii,200,-1,-1,,2,8,3,6,,,Other,
2.8.3.6,C00846,Pseudomonas knackmussii,400,-1,-1,,2,8,3,6,,,Other,
2.8.3.8,C00033,Acetobacter aceti,110000,-1,-1,290,2,8,3,8,2636.363636,0.265689418,Other,
2.8.3.9,C00136,Clostridium sp.,49,-1,-1,,2,8,3,9,,,Other,
2.8.3.9,C00164,Clostridium sp.,1400,-1,-1,,2,8,3,9,,,Other,
2.8.3.9,C00246,Clostridium sp.,800,1,1,,2,8,3,9,,,Other,
2.8.3.9,C00332,Clostridium sp.,3.4,1,1,,2,8,3,9,,,Other,
2.8.3.9,C00332,Escherichia coli,35,1,1,,2,8,3,9,,,Other,
2.8.4.1,C03920,Methanothermobacter marburgensis,280,-1,-1,,2,8,4,1,,,Other,
2.8.4.1,C04628,Methanothermobacter marburgensis,16,-1,-1,,2,8,4,1,,,Other,
2.8.4.1,C03920,Methanothermobacter thermautotrophicum,950,-1,-1,,2,8,4,1,,,Other,
2.8.4.1,C04628,Methanothermobacter thermautotrophicum,250,-1,-1,,2,8,4,1,,,Other,
3.11.1.1,C03167,Bacillus cereus,33,-1,-1,15,3,11,1,1,454545.4545,0.142857143,Other,
3.11.1.2,C05682,Curtobacterium sp.,7.8,-1,-1,,3,11,1,2,,,Other,
3.11.1.2,C05682,Penicillium oxalicum,1900,-1,-1,1.7,3,11,1,2,894.7368421,0.016190476,Other,
3.11.1.2,C05682,Pseudomonas sp.,1500,-1,-1,,3,11,1,2,,,Other,
3.11.1.2,C05682,Sinorhizobium meliloti,22.1,-1,-1,1,3,11,1,2,45248.86878,0.00952381,Other,
3.11.1.3,C02798,Variovorax sp.,267.5,-1,-1,105,3,11,1,3,392523.3645,1,Other,
3.13.1.3,C06742,Paenibacillus sp.,330,-1,-1,,3,13,1,3,,,Other,
3.13.1.3,C06742,Rhodococcus erythropolis,8.2,-1,-1,,3,13,1,3,,,Other,
3.3.1.1,C00212,Bos taurus,7.75,1,1,,3,3,1,1,,,Other,
3.3.1.1,C00212,Corynebacterium efficiens,10,1,1,,3,3,1,1,,,Other,
3.3.1.1,C00212,Corynebacterium glutamicum,1.4,1,1,,3,3,1,1,,,Other,
3.3.1.1,C00212,Homo sapiens,111,1,1,6666,3,3,1,1,60054054.05,1,Other,
3.3.1.1,C00212,Mus musculus,0.42,1,1,,3,3,1,1,,,Other,
3.3.1.1,C00212,Plasmodium falciparum,64.3,1,1,312,3,3,1,1,4852255.054,0.04680468,Other,
3.3.1.1,C00212,Pyrococcus furiosus,4.8,1,1,,3,3,1,1,,,Other,
3.3.1.1,C00212,Rattus norvegicus,1.25,1,1,,3,3,1,1,,,Other,
3.3.1.1,C00212,Sulfolobus solfataricus,41,1,1,,3,3,1,1,,,Other,
3.3.1.1,C00212,Thermotoga maritima,49,1,1,,3,3,1,1,,,Other,
3.3.1.1,C00212,Trichomonas vaginalis,12.5,1,1,,3,3,1,1,,,Other,
3.3.2.1,C00885,Pseudomonas aeruginosa,1060,-1,-1,1.06,3,3,2,1,1000,0.062170088,Other,
3.3.2.11,C05418,Rattus norvegicus,4.4,-1,-1,,3,3,2,11,,,Other,
3.3.2.11,C15992,Rattus norvegicus,5.55,-1,-1,,3,3,2,11,,,Other,
3.3.2.6,C00909,Cavia porcellus,22,-1,-1,,3,3,2,6,,,Other,
3.3.2.6,C00909,Homo sapiens,16.5,-1,-1,1.175,3,3,2,6,71212.12121,0.068914956,Other,
3.3.2.6,C00909,Mus musculus,5,-1,-1,0.9,3,3,2,6,180000,0.052785924,Other,
3.3.2.6,C00909,Rattus norvegicus,20,-1,-1,,3,3,2,6,,,Other,
3.3.2.6,C00909,Saccharomyces cerevisiae,60,-1,-1,,3,3,2,6,,,Other,
3.3.2.6,C00909,Xenopus laevis,32.5,-1,-1,17.05,3,3,2,6,524615.3846,1,Other,
3.3.2.9,C16014,Homo sapiens,72.5,-1,-1,,3,3,2,9,,,Other,
3.3.2.9,C16014,Mus musculus,15,-1,-1,,3,3,2,9,,,Other,
3.3.2.9,C16014,Rattus norvegicus,18.7,-1,-1,,3,3,2,9,,,Other,
3.5.1.107,C01596,Bordetella bronchiseptica,128,1,1,11.7,3,5,1,107,91406.25,0.002316373,Other,
3.5.1.11,C05551,Achromobacter xylosoxidans,8.9,-1,-1,37.4,3,5,1,11,4202247.191,0.007404474,Other,
3.5.1.11,C05551,Actinoplanes utahensis,155800,-1,-1,2.2,3,5,1,11,14.12066752,0.000435557,Other,
3.5.1.11,C05551,Alcaligenes faecalis,8,-1,-1,80,3,5,1,11,10000000,0.015838448,Other,
3.5.1.11,C05551,Bacillus megaterium,4500,-1,-1,,3,5,1,11,,,Other,
3.5.1.11,C05551,Escherichia coli,800,-1,-1,50,3,5,1,11,62500,0.00989903,Other,
3.5.1.11,C05551,Kluyvera cryocrescens,51,-1,-1,56.5,3,5,1,11,1107843.137,0.011185904,Other,
3.5.1.11,C05551,Mucor circinelloides,3000,-1,-1,,3,5,1,11,,,Other,
3.5.1.11,C05551,uncultured gamma,12,-1,-1,25,3,5,1,11,2083333.333,0.004949515,Other,
3.5.1.15,C01042,Homo sapiens,200,-1,-1,6.61,3,5,1,15,33050,0.001308652,Other,
3.5.1.15,C01042,Mus musculus,2695,-1,-1,,3,5,1,15,,,Other,
3.5.1.18,C04421,Escherichia coli,1400,-1,-1,,3,5,1,18,,,Other,
3.5.1.18,C04421,Haemophilus influenzae,990,-1,-1,140,3,5,1,18,141414.1414,0.027717284,Other,
3.5.1.19,C00153,Acidilobus saccharovorans,180,-1,-1,76.9,3,5,1,19,427222.2222,0.015224708,Other,
3.5.1.19,C00153,Borrelia burgdorferi,36.7,-1,-1,0.003,3,5,1,19,81.74386921,5.94E-07,Other,
3.5.1.19,C00153,Caenorhabditis elegans,94.5,-1,-1,1.69,3,5,1,19,17883.59788,0.000334587,Other,
3.5.1.19,C00153,Mycobacterium tuberculosis,14,-1,-1,3.1,3,5,1,19,221428.5714,0.00061374,Other,
3.5.1.19,C00153,Plasmodium falciparum,66.5,-1,-1,0.3,3,5,1,19,4511.278195,5.94E-05,Other,
3.5.1.19,C00153,Saccharomyces cerevisiae,10.6,-1,-1,2.245,3,5,1,19,211792.4528,0.000444466,Other,
3.5.1.19,C00153,Streptococcus pneumoniae,2.7,-1,-1,2.1,3,5,1,19,777777.7778,0.000415759,Other,
3.5.1.2,C00025,Sporosarcina pasteurii,500000,1,1,,3,5,1,2,,,Other,
3.5.1.22,C00864,Pseudomonas fluorescens,12750,-1,-1,,3,5,1,22,,,Other,
3.5.1.24,C01921,Bifidobacterium longum,22,-1,-1,80.5,3,5,1,24,3659090.909,0.015937438,Other,
3.5.1.24,C05122,Bifidobacterium longum,32,-1,-1,80.5,3,5,1,24,2515625,0.015937438,Other,
3.5.1.24,C05463,Bifidobacterium longum,49,-1,-1,80.5,3,5,1,24,1642857.143,0.015937438,Other,
3.5.1.24,C05464,Bifidobacterium longum,18,-1,-1,80.5,3,5,1,24,4472222.222,0.015937438,Other,
3.5.1.24,C05465,Bifidobacterium longum,42,-1,-1,80.5,3,5,1,24,1916666.667,0.015937438,Other,
3.5.1.24,C05466,Bifidobacterium longum,28,-1,-1,80.5,3,5,1,24,2875000,0.015937438,Other,
3.5.1.24,C01921,Lactobacillus plantarum,500,-1,-1,,3,5,1,24,,,Other,
3.5.1.24,C05122,Lactobacillus sp.,855,-1,-1,,3,5,1,24,,,Other,
3.5.1.24,C05464,Brevibacillus sp.,3.08,-1,-1,632,3,5,1,24,205194805.2,0.125123738,Other,
3.5.1.25,C00357,Alteromonas sp.,340,-1,-1,0.4,3,5,1,25,1176.470588,7.92E-05,Other,
3.5.1.25,C00357,Escherichia coli,215,-1,-1,92,3,5,1,25,427906.9767,0.018214215,Other,
3.5.1.3,C00026,Rattus norvegicus,3300,1,1,,3,5,1,3,,,Other,
3.5.1.3,C00940,Homo sapiens,6000,-1,-1,,3,5,1,3,,,Other,
3.5.1.3,C00940,Mus musculus,195,-1,-1,1.15,3,5,1,3,5897.435897,0.000227678,Other,
3.5.1.3,C02362,Mus musculus,10,-1,-1,1.15,3,5,1,3,115000,0.000227678,Other,
3.5.1.3,C00940,Rattus norvegicus,10,-1,-1,,3,5,1,3,,,Other,
3.5.1.31,C03145,Rattus norvegicus,5750,-1,-1,,3,5,1,31,,,Other,
3.5.1.32,C01586,Campylobacter jejuni,707,-1,-1,50.065,3,5,1,32,70813.29562,0.009911899,Other,
3.5.1.32,C01586,Fusarium incarnatum,0.6,-1,-1,,3,5,1,32,,,Other,
3.5.1.33,C00140,Thermococcus kodakarensis,127000,-1,-1,,3,5,1,33,,,Other,
3.5.1.39,C02722,Ovis aries,660,-1,-1,,3,5,1,39,,,Other,
3.5.1.49,C00488,Bacillus cereus,108000,-1,-1,,3,5,1,49,,,Other,
3.5.1.49,C00488,Helicobacter pylori,32000,-1,-1,,3,5,1,49,,,Other,
3.5.1.49,C00488,Lupinus albus,63500,-1,-1,,3,5,1,49,,,Other,
3.5.1.53,C00436,Arabidopsis thaliana,135,-1,-1,,3,5,1,53,,,Other,
3.5.1.53,C00436,Selenomonas ruminantium,220,-1,-1,,3,5,1,53,,,Other,
3.5.1.54,C01010,Enterobacter cloacae,680,-1,-1,6,3,5,1,54,8823.529412,0.001187884,Other,
3.5.1.54,C01010,Oleomonas sagaranensis,42,-1,-1,,3,5,1,54,,,Other,
3.5.1.54,C01010,Pseudomonas sp.,1500,-1,-1,16.4,3,5,1,54,10933.33333,0.003246882,Other,
3.5.1.59,C01043,Clostridium sp.,3000,-1,-1,,3,5,1,59,,,Other,
3.5.1.6,C02642,Agrobacterium tumefaciens,2140,-1,-1,25.71,3,5,1,6,12014.01869,0.005090081,Other,
3.5.1.6,C02642,Caenorhabditis elegans,147,-1,-1,,3,5,1,6,,,Other,
3.5.1.6,C02642,Lachancea kluyveri,55000,-1,-1,5.3,3,5,1,6,96.36363636,0.001049297,Other,
3.5.1.6,C02642,Rattus rattus,20.45,-1,-1,,3,5,1,6,,,Other,
3.5.1.6,C02642,Zea mays,11,-1,-1,,3,5,1,6,,,Other,
3.5.1.72,C04303,Bacillus subtilis,29,-1,-1,,3,5,1,72,,,Other,
3.5.1.75,C01537,Bacillus licheniformis,42000,-1,-1,,3,5,1,75,,,Other,
3.5.1.75,C01537,Rhodococcus equi,6590,-1,-1,,3,5,1,75,,,Other,
3.5.1.78,C00051,Crithidia fasciculata,242,1,1,,3,5,1,78,,,Other,
3.5.1.78,C00315,Crithidia fasciculata,59,1,1,,3,5,1,78,,,Other,
3.5.1.78,C05730,Crithidia fasciculata,500,-1,-1,,3,5,1,78,,,Other,
3.5.1.8,C01044,Pseudomonas sp.,1285,-1,-1,,3,5,1,8,,,Other,
3.5.1.84,C06555,Rhizobium leguminosarum,23,-1,-1,4,3,5,1,84,173913.0435,0.000791922,Other,
3.5.1.86,C07301,Pseudomonas putida,33,-1,-1,83.05,3,5,1,86,2516666.667,0.016442289,Other,
3.5.1.87,C05829,Sinorhizobium meliloti,51230,1,1,,3,5,1,87,,,Other,
3.5.1.91,C15561,Arthrobacter pascens,67,-1,-1,,3,5,1,91,,,Other,
3.5.1.93,C15666,Brevibacillus laterosporus,190,-1,-1,3.7855,3,5,1,93,19923.68421,0.000749456,Other,
3.5.1.93,C15666,Pseudomonas sp.,1550,-1,-1,5.7,3,5,1,93,3677.419355,0.001128489,Other,
3.5.1.99,C11695,Canis lupus,1.8,-1,-1,,3,5,1,99,,,Other,
3.5.1.99,C11695,Homo sapiens,3.3,-1,-1,,3,5,1,99,,,Other,
3.5.1.99,C11695,Rattus norvegicus,2780,-1,-1,,3,5,1,99,,,Other,
3.5.2.1,C00813,Rhodococcus erythropolis,1000,-1,-1,,3,5,2,1,,,Other,
3.5.2.10,C00791,Pseudomonas putida,77000,-1,-1,252,3,5,2,10,3272.727273,0.063797468,Other,
3.5.2.10,C00791,Pseudomonas sp.,170,-1,-1,,3,5,2,10,,,Other,
3.5.2.12,C04277,Arthrobacter sp.,3510,-1,-1,4.97,3,5,2,12,1415.954416,0.001258228,Other,
