EC_number,Compound_Id(KEGG),Organism,KM,Stoich_coef,Direction,kcat,EC1,EC2,EC3,EC4,kcat/KM,kcat/kmax,Catalytic_group,order
2.4.2.4,C00009,Homo sapiens,0.64,-1,-1,,2,4,2,4,,,Other,
2.4.2.4,C00178,Homo sapiens,414,1,1,,2,4,2,4,,,Other,
2.4.2.4,C00178,Rattus norvegicus,83.2,1,1,,2,4,2,4,,,Other,
2.4.2.6,C00178,Lactobacillus leichmannii,130,1,1,,2,4,2,6,,,Other,
2.4.2.7,C00119,Arabidopsis thaliana,290,1,1,,2,4,2,7,,,Other,
2.4.2.7,C00147,Arabidopsis thaliana,1.8,1,1,,2,4,2,7,,,Other,
2.4.2.7,C00119,Catharanthus roseus,9.6,1,1,,2,4,2,7,,,Other,
2.4.2.7,C00147,Catharanthus roseus,7,1,1,,2,4,2,7,,,Other,
2.4.2.7,C00119,Escherichia coli,125,1,1,9.33,2,4,2,7,74640,0.000666143,Other,
2.4.2.7,C00119,Saccharomyces cerevisiae,25,1,1,,2,4,2,7,,,Other,
2.4.2.7,C00147,Saccharomyces cerevisiae,0.8,1,1,,2,4,2,7,,,Other,
2.4.2.7,C00119,Sulfolobus solfataricus,68.45,1,1,5.35,2,4,2,7,78159.24032,0.000381979,Other,
2.4.2.7,C00147,Sulfolobus solfataricus,0.945,1,1,5.35,2,4,2,7,5661375.661,0.000381979,Other,
2.4.2.7,C00147,Homo sapiens,3,1,1,,2,4,2,7,,,Other,
2.4.2.7,C00147,Leishmania donovani,4.1,1,1,,2,4,2,7,,,Other,
2.4.2.8,C00013,Giardia intestinalis,324,-1,-1,74.8,2,4,2,8,230864.1975,0.005340568,Other,
2.4.2.8,C00144,Giardia intestinalis,22.5,-1,-1,74.8,2,4,2,8,3324444.444,0.005340568,Other,
2.4.2.8,C00013,Homo sapiens,21.25,-1,-1,0.041,2,4,2,8,1929.411765,2.93E-06,Other,
2.4.2.8,C00130,Homo sapiens,3.9,-1,-1,0.041,2,4,2,8,10512.82051,2.93E-06,Other,
2.4.2.8,C00013,Leishmania donovani,103,-1,-1,90,2,4,2,8,873786.4078,0.006425818,Other,
2.4.2.8,C00130,Leishmania donovani,90,-1,-1,90,2,4,2,8,1000000,0.006425818,Other,
2.4.2.8,C00013,Trypanosoma cruzi,28.5,-1,-1,0.477,2,4,2,8,16736.84211,3.41E-05,Other,
2.4.2.8,C00130,Trypanosoma cruzi,21.5,-1,-1,0.477,2,4,2,8,22186.04651,3.41E-05,Other,
2.4.2.8,C00144,Trypanosoma cruzi,29,-1,-1,0.477,2,4,2,8,16448.27586,3.41E-05,Other,
2.4.2.8,C00119,Caldanaerobacter subterraneus,124,1,1,4.26,2,4,2,8,34354.83871,0.000304155,Other,
2.4.2.8,C00242,Caldanaerobacter subterraneus,3.6,1,1,4.26,2,4,2,8,1183333.333,0.000304155,Other,
2.4.2.8,C00262,Caldanaerobacter subterraneus,2.7,1,1,4.26,2,4,2,8,1577777.778,0.000304155,Other,
2.4.2.8,C00119,Giardia intestinalis,26,1,1,74.8,2,4,2,8,2876923.077,0.005340568,Other,
2.4.2.8,C00242,Giardia intestinalis,16,1,1,74.8,2,4,2,8,4675000,0.005340568,Other,
2.4.2.8,C00119,Homo sapiens,35,1,1,0.041,2,4,2,8,1171.428571,2.93E-06,Other,
2.4.2.8,C00242,Homo sapiens,4.5,1,1,0.041,2,4,2,8,9111.111111,2.93E-06,Other,
2.4.2.8,C00262,Homo sapiens,2.75,1,1,0.041,2,4,2,8,14909.09091,2.93E-06,Other,
2.4.2.8,C00385,Homo sapiens,300,1,1,0.041,2,4,2,8,136.6666667,2.93E-06,Other,
2.4.2.8,C00119,Leishmania donovani,134,1,1,90,2,4,2,8,671641.791,0.006425818,Other,
2.4.2.8,C00242,Leishmania donovani,7.5,1,1,90,2,4,2,8,12000000,0.006425818,Other,
2.4.2.8,C00262,Leishmania donovani,6.25,1,1,90,2,4,2,8,14400000,0.006425818,Other,
2.4.2.8,C00119,Mycobacterium tuberculosis,1199.5,1,1,0.9,2,4,2,8,750.3126303,6.43E-05,Other,
2.4.2.8,C00242,Mycobacterium tuberculosis,25,1,1,0.9,2,4,2,8,36000,6.43E-05,Other,
2.4.2.8,C00262,Mycobacterium tuberculosis,50,1,1,0.9,2,4,2,8,18000,6.43E-05,Other,
2.4.2.8,C00119,Plasmodium falciparum,79,1,1,1.13,2,4,2,8,14303.79747,8.07E-05,Other,
2.4.2.8,C00242,Plasmodium falciparum,1.4,1,1,1.13,2,4,2,8,807142.8571,8.07E-05,Other,
2.4.2.8,C00262,Plasmodium falciparum,30.45,1,1,1.13,2,4,2,8,37110.01642,8.07E-05,Other,
2.4.2.8,C00385,Plasmodium falciparum,280.5,1,1,1.13,2,4,2,8,4028.520499,8.07E-05,Other,
2.4.2.8,C00119,Pyrococcus horikoshii,39.05,1,1,1.105,2,4,2,8,28297.05506,7.89E-05,Other,
2.4.2.8,C00242,Pyrococcus horikoshii,4.055,1,1,1.105,2,4,2,8,272503.0826,7.89E-05,Other,
2.4.2.8,C00262,Pyrococcus horikoshii,5.465,1,1,1.105,2,4,2,8,202195.7914,7.89E-05,Other,
2.4.2.8,C00385,Pyrococcus horikoshii,98.1,1,1,1.105,2,4,2,8,11264.01631,7.89E-05,Other,
2.4.2.8,C00119,Trypanosoma cruzi,32,1,1,0.477,2,4,2,8,14906.25,3.41E-05,Other,
2.4.2.8,C00242,Trypanosoma cruzi,12,1,1,0.477,2,4,2,8,39750,3.41E-05,Other,
2.4.2.8,C00262,Trypanosoma cruzi,8.6,1,1,0.477,2,4,2,8,55465.11628,3.41E-05,Other,
2.4.2.8,C00242,Artemia sp.,1,1,1,,2,4,2,8,,,Other,
2.4.2.8,C00262,Artemia sp.,1,1,1,,2,4,2,8,,,Other,
2.4.2.8,C00242,Leishmania tarentolae,2.8,1,1,,2,4,2,8,,,Other,
2.4.2.8,C00262,Leishmania tarentolae,4.4,1,1,,2,4,2,8,,,Other,
2.4.2.8,C00242,Methanococcus voltae,200,1,1,,2,4,2,8,,,Other,
2.4.2.8,C00262,Methanococcus voltae,15,1,1,,2,4,2,8,,,Other,
2.4.2.8,C00242,Schistosoma mansoni,2.4,1,1,2.6,2,4,2,8,1083333.333,0.000185635,Other,
2.4.2.8,C00262,Schistosoma mansoni,3.95,1,1,2.6,2,4,2,8,658227.8481,0.000185635,Other,
2.4.2.8,C00242,Thermus thermophilus,7.4,1,1,9.1,2,4,2,8,1229729.73,0.000649722,Other,
2.4.2.8,C00262,Thermus thermophilus,3.9,1,1,9.1,2,4,2,8,2333333.333,0.000649722,Other,
2.4.2.8,C00262,Bos taurus,1,1,1,,2,4,2,8,,,Other,
2.4.2.9,C00106,Escherichia coli,0.63,1,1,,2,4,2,9,,,Other,
2.4.2.9,C00119,Escherichia coli,73,1,1,,2,4,2,9,,,Other,
2.4.2.9,C00106,Sulfolobus shibatae,3,1,1,,2,4,2,9,,,Other,
2.4.2.9,C00119,Sulfolobus shibatae,64,1,1,,2,4,2,9,,,Other,
2.4.2.9,C00106,Toxoplasma gondii,3.5,1,1,,2,4,2,9,,,Other,
2.4.2.9,C00119,Toxoplasma gondii,216,1,1,,2,4,2,9,,,Other,
2.4.99.1,C00128,Capra hircus,190,-1,-1,,2,4,99,1,,,Other,
2.4.99.1,C00128,Homo sapiens,130,-1,-1,,2,4,99,1,,,Other,
2.4.99.1,C00611,Homo sapiens,2300,-1,-1,,2,4,99,1,,,Other,
2.4.99.1,C00128,Photobacterium damselae,900,-1,-1,2.05,2,4,99,1,2277.777778,0.075925926,Other,
2.4.99.1,C00128,Photobacterium leiognathi,300,-1,-1,,2,4,99,1,,,Other,
2.4.99.1,C00611,Photobacterium leiognathi,15400,-1,-1,,2,4,99,1,,,Other,
2.4.99.1,C00128,Rattus norvegicus,95,-1,-1,,2,4,99,1,,,Other,
2.4.99.1,C00611,Rattus norvegicus,5200,-1,-1,,2,4,99,1,,,Other,
2.4.99.1,C00611,Drosophila sp.,1400,-1,-1,,2,4,99,1,,,Other,
2.4.99.10,C00128,Gallus gallus,670,-1,-1,,2,4,99,10,,,Other,
2.4.99.4,C00128,Homo sapiens,17.35,-1,-1,,2,4,99,4,,,Other,
2.4.99.4,C00128,Pasteurella multocida,440,-1,-1,0.12,2,4,99,4,272.7272727,0.004444444,Other,
2.4.99.4,C00128,Sus scrofa,4.61,-1,-1,,2,4,99,4,,,Other,
2.4.99.4,C00128,myxoma virus,1400,-1,-1,0.078,2,4,99,4,55.71428571,0.002888889,Other,
2.4.99.6,C00128,Pasteurella multocida,440,-1,-1,27,2,4,99,6,61363.63636,1,Other,
2.4.99.8,C00128,Homo sapiens,88,-1,-1,,2,4,99,8,,,Other,
2.4.99.8,C00128,Neisseria meningitidis,420,-1,-1,,2,4,99,8,,,Other,
2.5.1.1,C00129,Mycobacterium tuberculosis,163,-1,-1,0.012,2,5,1,1,73.6196319,1.41E-06,Other,
2.5.1.1,C00235,Mycobacterium tuberculosis,58,-1,-1,0.012,2,5,1,1,206.8965517,1.41E-06,Other,
2.5.1.1,C00129,Phaedon cochleariae,6.32,-1,-1,,2,5,1,1,,,Other,
2.5.1.1,C00235,Phaedon cochleariae,557.3,-1,-1,,2,5,1,1,,,Other,
2.5.1.10,C00129,Geobacillus stearothermophilus,8850,-1,-1,,2,5,1,10,,,Other,
2.5.1.10,C00341,Geobacillus stearothermophilus,7100,-1,-1,,2,5,1,10,,,Other,
2.5.1.10,C00129,Mycobacterium tuberculosis,43,-1,-1,0.49,2,5,1,10,11395.34884,5.75E-05,Other,
2.5.1.10,C00341,Mycobacterium tuberculosis,9.8,-1,-1,0.49,2,5,1,10,50000,5.75E-05,Other,
2.5.1.10,C00129,Phaedon cochleariae,4.25,-1,-1,,2,5,1,10,,,Other,
2.5.1.10,C00341,Phaedon cochleariae,12.75,-1,-1,,2,5,1,10,,,Other,
2.5.1.10,C00129,Ricinus communis,40,-1,-1,,2,5,1,10,,,Other,
2.5.1.10,C00341,Ricinus communis,37.5,-1,-1,,2,5,1,10,,,Other,
2.5.1.10,C00129,Streptomyces argenteolus,53.1,-1,-1,,2,5,1,10,,,Other,
2.5.1.15,C00568,Bacillus anthracis,2.6,-1,-1,0.109,2,5,1,15,41923.07692,1.28E-05,Other,
2.5.1.15,C04807,Bacillus anthracis,2.7,-1,-1,0.109,2,5,1,15,40370.37037,1.28E-05,Other,
2.5.1.15,C00568,Campylobacter jejuni,0.85,-1,-1,,2,5,1,15,,,Other,
2.5.1.15,C00568,Plasmodium falciparum,3.9,-1,-1,0.069,2,5,1,15,17692.30769,8.09E-06,Other,
2.5.1.15,C04807,Plasmodium falciparum,14.8,-1,-1,0.069,2,5,1,15,4662.162162,8.09E-06,Other,
2.5.1.15,C00568,Saccharomyces cerevisiae,3.6,-1,-1,,2,5,1,15,,,Other,
2.5.1.15,C01300,Saccharomyces cerevisiae,0.4,-1,-1,,2,5,1,15,,,Other,
2.5.1.16,C00134,Bos taurus,35,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C01137,Bos taurus,5.15,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C00134,Brassica rapa,32,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C01137,Brassica rapa,6.7,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C00134,Escherichia coli,77.8,-1,-1,0.14,2,5,1,16,1799.485861,1.64E-05,Other,
2.5.1.16,C01137,Escherichia coli,2.2,-1,-1,0.14,2,5,1,16,63636.36364,1.64E-05,Other,
2.5.1.16,C00134,Glycine max,32.5,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C01137,Glycine max,0.4,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C00134,Homo sapiens,20,-1,-1,1.9,2,5,1,16,95000,0.000222874,Other,
2.5.1.16,C01137,Homo sapiens,8,-1,-1,1.9,2,5,1,16,237500,0.000222874,Other,
2.5.1.16,C00134,Plasmodium falciparum,52,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C01137,Plasmodium falciparum,35.3,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C00134,Rattus norvegicus,68,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C01137,Rattus norvegicus,555,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C00134,Senecio vulgaris,21,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C01137,Senecio vulgaris,4,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C00134,Thermotoga maritima,19,-1,-1,11.735,2,5,1,16,617631.5789,0.00137654,Other,
2.5.1.16,C01137,Thermotoga maritima,7.5,-1,-1,11.735,2,5,1,16,1564666.667,0.00137654,Other,
2.5.1.16,C00134,Trypanosoma brucei,205,-1,-1,,2,5,1,16,,,Other,
2.5.1.16,C01137,Trypanosoma brucei,0.09,-1,-1,,2,5,1,16,,,Other,
2.5.1.17,C00002,Clostridium tetanomorphum,16,-1,-1,,2,5,1,17,,,Other,
2.5.1.17,C00002,Homo sapiens,7.045,-1,-1,285,2,5,1,17,40454222.85,0.033431085,Other,
2.5.1.17,C00002,Lactobacillus leichmannii,1300,-1,-1,,2,5,1,17,,,Other,
2.5.1.17,C00002,Lactobacillus reuteri,3.6,-1,-1,0.0275,2,5,1,17,7638.888889,3.23E-06,Other,
2.5.1.17,C00002,Methanosarcina mazei,3,-1,-1,,2,5,1,17,,,Other,
2.5.1.17,C00002,Salmonella enterica,8.5,-1,-1,0.03,2,5,1,17,3529.411765,3.52E-06,Other,
2.5.1.17,C00002,Thermoplasma acidophilum,110,-1,-1,0.23,2,5,1,17,2090.909091,2.70E-05,Other,
2.5.1.17,C00853,Thermoplasma acidophilum,3,-1,-1,0.23,2,5,1,17,76666.66667,2.70E-05,Other,
2.5.1.18,C00051,Aedes aegypti,5550,-1,-1,11,2,5,1,18,1981.981982,0.001290323,Other,
2.5.1.18,C00051,Agrobacterium tumefaciens,1000,-1,-1,0.285,2,5,1,18,285,3.34E-05,Other,
2.5.1.18,C00051,Anopheles dirus,700,-1,-1,21.9,2,5,1,18,31285.71429,0.002568915,Other,
2.5.1.18,C00051,Apis mellifera,0.735,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Bombyx mori,505,-1,-1,57.87,2,5,1,18,114594.0594,0.00678827,Other,
2.5.1.18,C00051,Bos taurus,130,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Bulinus truncatus,14.75,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Burkholderia xenovorans,370,-1,-1,0.16,2,5,1,18,432.4324324,1.88E-05,Other,
2.5.1.18,C00051,Caretta caretta,172,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Chelonia mydas,163,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Chlamys islandica,300,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Drosophila melanogaster,230,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Eretmochelys imbricata,122,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Escherichia coli,300,-1,-1,7.7,2,5,1,18,25666.66667,0.000903226,Other,
2.5.1.18,C00051,Glycine max,159,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Haloarcula hispanica,130,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Homo sapiens,290,-1,-1,47.3,2,5,1,18,163103.4483,0.005548387,Other,
2.5.1.18,C00051,Hordeum vulgare,285,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Lepidochelys olivacea,225,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Liposcelis bostrychophila,27900,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Liposcelis entomophila,78760,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Liposcelis paeta,695,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Litopenaeus vannamei,335,-1,-1,274.4,2,5,1,18,819104.4776,0.032187683,Other,
2.5.1.18,C00051,Monopterus albus,200,-1,-1,3.82,2,5,1,18,19100,0.000448094,Other,
2.5.1.18,C00051,Mucor mucedo,414.5,-1,-1,295.9,2,5,1,18,713872.1351,0.034709677,Other,
2.5.1.18,C00051,Mus musculus,455,-1,-1,2286,2,5,1,18,5024175.824,0.268152493,Other,
2.5.1.18,C00051,Neanthes succinea,3110,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Ochrobactrum anthropi,132,-1,-1,16.51,2,5,1,18,125075.7576,0.001936657,Other,
2.5.1.18,C00051,Oryza sativa,58,-1,-1,0.264,2,5,1,18,4551.724138,3.10E-05,Other,
2.5.1.18,C00051,Pagrus major,330,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Phanerochaete chrysosporium,216,-1,-1,11.03,2,5,1,18,51064.81481,0.001293842,Other,
2.5.1.18,C00051,Pinus tabuliformis,650,-1,-1,6.59,2,5,1,18,10138.46154,0.000773021,Other,
2.5.1.18,C00051,Plasmodium vivax,170,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Plasmodium yoelii,200,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Proteus mirabilis,1076.5,-1,-1,6.64,2,5,1,18,6168.137483,0.000778886,Other,
2.5.1.18,C00051,Pseudomonas putida,17,-1,-1,39,2,5,1,18,2294117.647,0.00457478,Other,
2.5.1.18,C00051,Rattus norvegicus,190,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Schistosoma japonicum,316.5,-1,-1,9.6,2,5,1,18,30331.75355,0.0011261,Other,
2.5.1.18,C00051,Setaria cervi,110,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Synechococcus elongatus,84,-1,-1,48.7,2,5,1,18,579761.9048,0.00571261,Other,
2.5.1.18,C00051,Taenia solium,100.0805,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Thermosynechococcus elongatus,47,-1,-1,17,2,5,1,18,361702.1277,0.001994135,Other,
2.5.1.18,C00051,Trachemys scripta,490,-1,-1,,2,5,1,18,,,Other,
2.5.1.18,C00051,Zea mays,830,-1,-1,,2,5,1,18,,,Other,
2.5.1.19,C00009,Escherichia coli,4600,1,1,,2,5,1,19,,,Other,
2.5.1.19,C01269,Escherichia coli,7,1,1,,2,5,1,19,,,Other,
2.5.1.19,C00009,Pseudomonas aeruginosa,2802.8,1,1,5.4,2,5,1,19,1926.644784,0.000633431,Other,
2.5.1.19,C01269,Pseudomonas aeruginosa,1101,1,1,5.4,2,5,1,19,4904.632153,0.000633431,Other,
2.5.1.19,C00009,Streptococcus pneumoniae,343,1,1,0.22,2,5,1,19,641.3994169,2.58E-05,Other,
2.5.1.19,C01269,Streptococcus pneumoniae,1.95,1,1,0.22,2,5,1,19,112820.5128,2.58E-05,Other,
2.5.1.19,C00074,Bacillus cereus,195,-1,-1,31.8,2,5,1,19,163076.9231,0.003730205,Other,
2.5.1.19,C03175,Bacillus cereus,304,-1,-1,31.8,2,5,1,19,104605.2632,0.003730205,Other,
2.5.1.19,C00074,Bacillus subtilis,90,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C03175,Bacillus subtilis,330,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C00074,Bacteria,11.3,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C00074,Eleusine indica,5.4,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C00074,Escherichia coli,74,-1,-1,32,2,5,1,19,432432.4324,0.003753666,Other,
2.5.1.19,C03175,Escherichia coli,48,-1,-1,32,2,5,1,19,666666.6667,0.003753666,Other,
2.5.1.19,C00074,Halothermothrix orenii,316,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C03175,Halothermothrix orenii,286,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C00074,Klebsiella pneumoniae,17,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C03175,Klebsiella pneumoniae,119,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C00074,Ochrobactrum anthropi,230,-1,-1,26.7,2,5,1,19,116086.9565,0.003131965,Other,
2.5.1.19,C00074,Oryza sativa,19.9,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C00074,Pisum sativum,5.2,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C00074,Pseudomonas fluorescens,96.8,-1,-1,26.2,2,5,1,19,270661.157,0.003073314,Other,
2.5.1.19,C03175,Pseudomonas fluorescens,275,-1,-1,26.2,2,5,1,19,95272.72727,0.003073314,Other,
2.5.1.19,C00074,Pseudomonas stutzeri,32,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C00074,Rahnella aquatilis,78,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C03175,Rahnella aquatilis,86,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C00074,Salmonella enterica,21821.8,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C00074,Staphylococcus aureus,180,-1,-1,4.25,2,5,1,19,23611.11111,0.000498534,Other,
2.5.1.19,C03175,Staphylococcus aureus,140,-1,-1,4.25,2,5,1,19,30357.14286,0.000498534,Other,
2.5.1.19,C00074,Streptococcus pneumoniae,85,-1,-1,2.8,2,5,1,19,32941.17647,0.000328446,Other,
2.5.1.19,C03175,Streptococcus pneumoniae,109,-1,-1,2.8,2,5,1,19,25688.07339,0.000328446,Other,
2.5.1.19,C00074,Zea mays,30.5,-1,-1,,2,5,1,19,,,Other,
2.5.1.19,C03175,Zea mays,31,-1,-1,,2,5,1,19,,,Other,
2.5.1.20,C00129,Hevea brasiliensis,500,-1,-1,,2,5,1,20,,,Other,
2.5.1.20,C00129,Parthenium argentatum,400,-1,-1,,2,5,1,20,,,Other,
2.5.1.21,C00005,Leishmania donovani,43.23,-1,-1,,2,5,1,21,,,Other,
2.5.1.21,C00005,Trypanosoma cruzi,23.34,-1,-1,,2,5,1,21,,,Other,
2.5.1.21,C00448,Leishmania donovani,3.8,-2,-1,,2,5,1,21,,,Other,
2.5.1.21,C00448,Rattus norvegicus,1,-2,-1,,2,5,1,21,,,Other,
2.5.1.21,C00448,Sus scrofa,0.4,-2,-1,,2,5,1,21,,,Other,
2.5.1.21,C00448,Thermosynechococcus elongatus,0.97,-2,-1,,2,5,1,21,,,Other,
2.5.1.21,C00448,Trypanosoma cruzi,5.25,-2,-1,,2,5,1,21,,,Other,
2.5.1.22,C00315,Homo sapiens,200,-1,-1,32,2,5,1,22,160000,0.003753666,Other,
2.5.1.23,C00986,Sulfolobus solfataricus,1675,-1,-1,,2,5,1,23,,,Other,
2.5.1.23,C01137,Sulfolobus solfataricus,7.9,-1,-1,,2,5,1,23,,,Other,
2.5.1.23,C03375,Sulfolobus solfataricus,954,1,1,,2,5,1,23,,,Other,
2.5.1.27,C00020,Agrobacterium tumefaciens,35,-1,-1,0.053,2,5,1,27,1514.285714,6.22E-06,Other,
2.5.1.27,C00235,Agrobacterium tumefaciens,7.9,-1,-1,0.053,2,5,1,27,6708.860759,6.22E-06,Other,
2.5.1.27,C00020,Humulus lupulus,759,-1,-1,0.00828,2,5,1,27,10.90909091,9.71E-07,Other,
2.5.1.27,C00235,Humulus lupulus,19.5,-1,-1,0.00828,2,5,1,27,424.6153846,9.71E-07,Other,
2.5.1.27,C00020,Oryza sativa,280.5,-1,-1,,2,5,1,27,,,Other,
2.5.1.27,C00235,Oryza sativa,14.7,-1,-1,,2,5,1,27,,,Other,
2.5.1.27,C00235,Arabidopsis thaliana,6.5,-1,-1,,2,5,1,27,,,Other,
2.5.1.28,C00129,Solanum lycopersicum,152,-1,-1,0.2,2,5,1,28,1315.789474,2.35E-05,Other,
2.5.1.28,C00235,Solanum lycopersicum,177,-1,-1,0.2,2,5,1,28,1129.943503,2.35E-05,Other,
2.5.1.29,C00129,Antirrhinum majus,14.95,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00129,Homo sapiens,3,-1,-1,0.204,2,5,1,29,68000,2.39E-05,Other,
2.5.1.29,C00448,Homo sapiens,4.2,-1,-1,0.204,2,5,1,29,48571.42857,2.39E-05,Other,
2.5.1.29,C00129,Kitasatospora griseola,72,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00129,Micrococcus luteus,8,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00129,Nicotiana tabacum,14.95,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00448,Nicotiana tabacum,41,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00129,Plasmodium vivax,8.4,-1,-1,0.8,2,5,1,29,95238.09524,9.38E-05,Other,
2.5.1.29,C00448,Plasmodium vivax,7.3,-1,-1,0.8,2,5,1,29,109589.0411,9.38E-05,Other,
2.5.1.29,C00129,Rattus norvegicus,2.9,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00448,Rattus norvegicus,0.71,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00129,Saccharomyces cerevisiae,0.8,-1,-1,0.025,2,5,1,29,31250,2.93E-06,Other,
2.5.1.29,C00448,Saccharomyces cerevisiae,3.2,-1,-1,0.025,2,5,1,29,7812.5,2.93E-06,Other,
2.5.1.29,C00129,Sulfolobus acidocaldarius,0.361,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00448,Sulfolobus acidocaldarius,1.8,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00129,Taxus canadensis,63.5,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00448,Taxus canadensis,6,-1,-1,,2,5,1,29,,,Other,
2.5.1.29,C00448,Thermococcus kodakarensis,5.55,-1,-1,,2,5,1,29,,,Other,
2.5.1.3,C04327,Escherichia coli,1.2,-1,-1,,2,5,1,3,,,Other,
2.5.1.3,C04752,Escherichia coli,0.7,-1,-1,,2,5,1,3,,,Other,
2.5.1.3,C04327,Saccharomyces cerevisiae,7,-1,-1,,2,5,1,3,,,Other,
2.5.1.3,C04752,Zea mays,12.8,-1,-1,,2,5,1,3,,,Other,
2.5.1.30,C00129,Bacillus subtilis,16.7,-4,-1,,2,5,1,30,,,Other,
2.5.1.30,C00448,Bacillus subtilis,7.7,-1,-1,,2,5,1,30,,,Other,
2.5.1.31,C00129,Bacillus subtilis,8.5,-8,-1,,2,5,1,31,,,Other,
2.5.1.31,C00129,Escherichia coli,6.9,-8,-1,,2,5,1,31,,,Other,
2.5.1.31,C00129,Helicobacter pylori,9.2,-8,-1,0.22,2,5,1,31,23913.04348,2.58E-05,Other,
2.5.1.31,C00129,Lactobacillus plantarum,1.92,-8,-1,,2,5,1,31,,,Other,
2.5.1.31,C00129,Micrococcus luteus,7.8,-8,-1,1.55,2,5,1,31,198717.9487,0.000181818,Other,
2.5.1.31,C00448,Bacillus subtilis,9.1,-1,-1,,2,5,1,31,,,Other,
2.5.1.31,C00448,Escherichia coli,0.4,-1,-1,2.5,2,5,1,31,6250000,0.000293255,Other,
2.5.1.31,C00448,Helicobacter pylori,0.11,-1,-1,,2,5,1,31,,,Other,
2.5.1.31,C00448,Lactobacillus plantarum,0.13,-1,-1,,2,5,1,31,,,Other,
2.5.1.31,C00448,Micrococcus luteus,8.3,-1,-1,,2,5,1,31,,,Other,
2.5.1.32,C00353,Capsicum annuum,3,-2,-1,,2,5,1,32,,,Other,
2.5.1.32,C00353,Solanum lycopersicum,10,-2,-1,,2,5,1,32,,,Other,
2.5.1.32,C03427,Capsicum annuum,2.7,-1,-1,,2,5,1,32,,,Other,
2.5.1.34,C00235,Claviceps purpurea,8,-1,-1,,2,5,1,34,,,Other,
2.5.1.34,C00235,Claviceps sp.,103.5,-1,-1,,2,5,1,34,,,Other,
2.5.1.36,C00235,Glycine max,150000,-1,-1,,2,5,1,36,,,Other,
